GENRE;ORDER;SPECIES;QUALITY;SOURCE;INFO1;INFO2;INFO3
Crustacea;Ostracoda(Halocyprida);Lophuroecia;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Loricoecia;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Macrochoecilla;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Mikroconchoecia;;Nigroetal.2016;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Orthoconchoecia;;Nigroetal.2016;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Paraconchoecia;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Paramollicia;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Parthenoecia;;Oba,2021;Halocyprididae;;
Crustacea;Ostracoda(Halocyprida);Porroecia;;Nigroetal.2016;Halocyprididae;;
Crustacea;Mysidacea;Gnathophausia;;Petryashov,2015;;;
Crustacea;Mysidacea;Fagegnathophausia;;Petryashov,2015;;;
Crustacea;Mysidacea;Neognathophausia;;Petryashov,2015;;;
Crustacea;Amphipoda;Chevreuxiella;;Oba,2021;Thoriellidae;;
Crustacea;Amphipoda;Cyphocaris;;Oba,2021;Cyphocarididae;;
Crustacea;Amphipoda;Danaella;;Oba,2021;Thoriellidae;;
Crustacea;Amphipoda;Thoriella;;Oba,2021;Thoriellidae;;
Crustacea;Amphipoda;Acanthoscina;;Oba,2021;Scinidae;Scinidae;
Crustacea;Amphipoda;Scina;;Oba,2021;Scinidae;Scinidae;
Crustacea;Amphipoda;Megalanceola;;Oba,2021;Megalanceolidae;;
Crustacea;Amphipoda;Parapronoë;;Oba,2021;Eupronoidae;Pronoidae;
Crustacea;Euphausiacea;Euphausia;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Meganyctiphanes;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Nematobrachion;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Nematoscelis;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Nyctiphanes;;Oba,2021;;;
Crustacea;Euphausiacea;Pseudeuphausia;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Stylocheiron;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Tessarabrachion;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Thysanoessa;;Oba,2021;krillfamily;;
Crustacea;Euphausiacea;Thysanopoda;;Oba,2021;krillfamily;;
Crustacea;Decapoda(Solenoceridae);Hadropenaeus;;Oba,2021;Beardedshrimpfamily;;
Crustacea;Decapoda(Solenoceridae);Hymenopenaeus;;Oba,2021;;;
Crustacea;Decapoda(Solenoceridae);Mesopenaeus;;Oba,2021;;;
Crustacea;Decapoda(Solenoceridae);Solenocera;;Oba,2021;;;
Crustacea;Decapoda(Sergestidae);Segestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Allosergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Deosergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Eusergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Neosergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Parasergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Cornutosergestes;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Challengerosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Gardinerosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Lucensosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Phorcosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Robustosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Scintillosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Sergestidae);Prehensilosergia;;Vereshchakaetal.,2014.PLOSONE;;;
Crustacea;Decapoda(Oplophoridae);Acanthephyra;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Ephyrina;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Heterogenys;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Hymenodora;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Kemphyra;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Meningodora;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Notostomus;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Janicella;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Oplophorus;;Oba,2021;;;
Crustacea;Decapoda(Oplophoridae);Systellaspis;;Oba,2021;;;
Crustacea;Decapoda(Pasiphaeidae);Glyphus;;Oba,2021;;;
Crustacea;Decapoda(Pasiphaeidae);Leptochela;;Oba,2021;;;
Crustacea;Decapoda(Pandalidae);Heterocarpus;;Oba,2021;;;
Crustacea;Decapoda(Pandalidae);Plesionika;;Oba,2021;Parapandalusisunacceptedgenusnow(WORMS);;
Crustacea;Decapoda(Thalassocarididae);Chlorotocoides;;Oba,2021;;;
Crustacea;Decapoda(Thalassocarididae);Thalassocaris;;Oba,2021;;;
Crustacea;Decapoda(Aristeidae);Aristeus;;Oba,2021;;;
Crustacea;Decapoda(Aristeidae);Aristaeomorpha;;Oba,2021;;;
Insecta;Collembola;Onychiurus;;Oba,2021;(=Lipura,Aphorura&Anurophorus);;
Insecta;Collembola;Lobella;;Obaetal.,2011.;;;
Insecta;Coleoptera(Elateridae);Alampoides;;Oba,2021;Heligmini>Euplinthini;;
Insecta;Coleoptera(Elateridae);Cryptolampros;;Oba,2021;Pyrophorini(subtribeNyctophyxina);;
Insecta;Coleoptera(Elateridae);Deilelater;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Fulgeochlizus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Hapsodrilus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Hypsiophthalmus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Ignelater;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Lygelater;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Noxlumenes;;Oba,2021;Pyrophorini(subtribeNyctophyxina);;
Insecta;Coleoptera(Elateridae);Nyctophyxis;;Oba,2021;Pyrophorini(subtribeNyctophyxina);;
Insecta;Coleoptera(Elateridae);Opselater;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Phanophorus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Ptesimopsia;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Pyrearinus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Pyrophorus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Pyroptesis;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Sooporanga;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Vesperelater;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Photophorus;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Campyloxenus;;Oba,2021;Campyroxeninae;;
Insecta;Coleoptera(Elateridae);Coctilelater;;Rosa,2007;;;
Insecta;Coleoptera(Elateridae);Hifo;;Oba,2021;Pyrophorini(Pyrophorina);;
Insecta;Coleoptera(Elateridae);Sinopyrophorus;;Bietal.,2019;;;
Insecta;Coleoptera(Elateridae);Bulgus;;Oba,2021;LuminescenceofBulgusschnueri(currentlyinThylacosterninaeofElateirdae)wasreported(Costa,1984).SeeObaY(2015)InsectMol.Biol.Ecol.;;
Insecta;Coleoptera(Staphilinidae);Xantholinus;;Oba,2021;LuminescenceofXantholinussp.werereportedtwice(Costaetal.,2986,Rose,2010).SeeObaY(2015)InsectMol.Biol.Ecol.;;
Insecta;Coleoptera(Homalisidae);Homalisus;DOUBTFUL;Oba,2021;ObaY(2015)InsectBioluminescenceinthePost-MolecularBiologyEra.In:InsectMolecularBiologyandEcology,CRCPress.;;
Insecta;Coleoptera(Phengodidae);Zaphipis;;Oba,2021;Zaragoza-CaballeroS&HernándezCXP(2014)SinopsisdelaFamiliaPhengodidae(Coleoptera).Inst.BiologiaUNAM.129p.;;
Insecta;Coleoptera(Phengodidae);Phengodes;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Pseudophengodes;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Microphengodes;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Distremocephalus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Cenophengus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Mastinowittmerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Cleicosta;;Vega-Badilloetal.2(2020)Pap.AvulsosZool.60,e202060.;;;
Insecta;Coleoptera(Phengodidae);Decamastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Euryopa;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Steneuryopa;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Euryognathus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Ptorthodiellus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Taximastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Howdenia;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Pseudomastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Phrixothrix;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Paraphrixothrix;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Eurymastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Cephalophrixothrix;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Ptorthodius;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Mastinomorphus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Mastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Brasilocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Nephromma;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Oxymastinocerus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Neophengus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Stenophrixothrix;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Paraptorthodius;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Spangleriella;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Penicillophorus;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Adendrocera;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Acladocera;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Walterius;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Tarsakanthos;;Oba,2021;;;
Insecta;Coleoptera(Phengodidae);Akamboja;;Rozaetal.(2017)Zootaxa4306,501-523.;;;
Insecta;Coleoptera(Rhagophthalmidae);Dioptoma;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Diplocladon;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Dodecatoma;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Falsophrixothrix;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Mimoochotyra;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Rhagophthalmus;;ITISReport,2008;;;
Insecta;Coleoptera(Rhagophthalmidae);Bicladodrilus;;Kundrata&Bocak(2011)Zootaxa2794.;;;
Insecta;Coleoptera(Rhagophthalmidae);Bicladon;;Oba,2021;;;
Insecta;Coleoptera(Rhagophthalmidae);Monodrilus;;Oba,2021;;;
Insecta;Coleoptera(Rhagophthalmidae);Pseudothilmanus;;Oba,2021;;;
Insecta;Coleoptera(Rhagophthalmidae);Reductodrilus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Abscondita;;ITISReport,2014;;;
Insecta;Coleoptera(Lampyridae);Afrodiaphanes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Alecton;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Amydetes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Anadrilus;;Oba,2021;Lampyridaeincertaesedis;;
Insecta;Coleoptera(Lampyridae);Ankonophallus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Aorphallus;;Zaragoza-CaballeroandGutierrez-Carranza(2018)Dugesiana25,159-166.;;;
Insecta;Coleoptera(Lampyridae);Aquatica;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Aquilonia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Araucariocladus;;SilveiraandMermudes(2017)Zootaxa4221,205-214.;;;
Insecta;Coleoptera(Lampyridae);Aspisoma;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Aspisomoides;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Asymmetricata;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Atyphella;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Australoluciola;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Baolacus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Bicellonycha;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Brachylampis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Brachypterodrilus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Callopisma;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Calotrachelum;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Calyptocephalus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Cassidomorphus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ceylanodrilus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Cheguevaria;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Chespirito;;Ferreiraetal.,2020;;;
Insecta;Coleoptera(Lampyridae);Cladodes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Colophotia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Convexa;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Cratomorphus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Curtos;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Cyphonocerus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Dadophora;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Diaphanes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Rhagophthalmidae;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Dilychnia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Dodacles;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Drilaster;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Dryptelytra;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Electotreta;;Oba,2021;Balticamber;;
Insecta;Coleoptera(Lampyridae);Ellychnia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Emasia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Emeia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Emarginata;;Ballantyneetal.(2019)Zootaxa;;;
Insecta;Coleoptera(Lampyridae);Eoluciola;;Oba,2021;Balticamber;;
Insecta;Coleoptera(Lampyridae);Erythrolychnia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ethra;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Eugeusis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Falsophaeopterus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Flabellopalpodes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Flabellototreta;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Gorhamia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Harmatelia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Heterophotinus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Hydaspoides;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Hyperstoma;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Inflata;;Ballantyneetal.(2015)Zootaxa3959,1-84.;;;
Insecta;Coleoptera(Lampyridae);Jamphotus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Kuantana;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lamellipalpodes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lamellipalpus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lamprigera;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lamprocera;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lamprohiza;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lampronetes;;Oba,2021;>Pelania;;
Insecta;Coleoptera(Lampyridae);Lampyris;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lampyroidea;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ledocas;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lloydiella;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lucernuta;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lucidina;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lucidota;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lucidotopsis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lucio;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Luciola;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Luciuranus;;Silveiraetal.(2016)SystematicsandBiodiversity1-14.;;;
Insecta;Coleoptera(Lampyridae);Lychnacris;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Lychnobius;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Macrolampis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Magnalata;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Magnoculus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Medeopteryx;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Memoan;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Microdiphot;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Microlampyris;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Micronaspis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Microphotus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Mimophotinus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Missimia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Nelsonphotus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ochotyra;;Oba,2021;(Rhagophthalminae);Syn.Rhagophthalmus(Rhagophthalmidae),Wittmer&Ohba,1994;
Insecta;Coleoptera(Lampyridae);Nyctophila;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Oculogryphus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Oliviereus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ophoelis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ototreta;;Oba,2021;>Drilaster(McDermott,1964);;
Insecta;Coleoptera(Lampyridae);Ototretadrilus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ovalampis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Crassitarsus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pacifica;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Paracratomorphus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Paraphausis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pelania;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Petalacmis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Phaenolis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Phausis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Phosphaenopterus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Phosphaenus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Photinoides;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Photinus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Photoctus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Photuris;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Photuroluciola;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Picodrilus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Platylampis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pleotomodes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pleotomus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pollaclasis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Presbyolampis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pristolycus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Prolutacea;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pseudolychnuris;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Psilocladus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pteroptyx;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pterotus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pygatyphella;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pygoluciola;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyractomena;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyractonema;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyrocoelia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyrogaster;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyrophanes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyropyga;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Pyropygodes;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Rhagophthalmidae;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Robopus;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Roleta;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Rufolychnia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Scissicauda;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Sclerotia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Serratia;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Stenocladius;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Tenaspis;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Triangulara;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Trisinuata;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Uanauna;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Vesta;;Oba,2021;;;
Insecta;Coleoptera(Lampyridae);Ybytyramoan;;Oba,2021;;;
Insecta;Diptera;Arachnocampa;;Oba,2021;(=Bolitophila);;
Insecta;Diptera;Keroplatus;;Oba,2021;;;
Insecta;Diptera;Orfelia;;Oba,2021;(=Platyura);;
Insecta;Diptera;Neoceroplatus;;Falaschietal.,2019;N.betaryiensis;;
Insecta;Chilopoda;Orphnaeus;;Oba,2021;Geophilomorpha;Oryidae;
Insecta;Chilopoda;Orya;;Oba,2021;Geophilomorpha;Oryidae;
Insecta;Chilopoda;Haplophilus;;Oba,2021;Geophilomorpha;Himantariidae;
Insecta;Chilopoda;Geophilus;;Oba,2021;Geophilomorpha;Geophilidae;
Insecta;Chilopoda;Strigamia;;Rosemberg&Meyer-Rochow,2009;Geophilomorpha;Linotaeniidae;
Insecta;Chilopoda;Otostigmus;;Rosemberg&Meyer-Rochow,2009;Scolopendromorpha;;
Insecta;Chilopoda;Stenotaenia;;Oba,2021;Geophilomorpha;;
Insecta;Diplopoda;Salpidobolus;;Oba,2021;;;
Insecta;Diplopoda;Paraspirobolus;;Oba,2021;;;
Insecta;Diplopoda;Motyxia;;Oba,2021;(=Luminodesmus);;
Bryozoa;Diplopoda;Membranipora;DOUBTFUL;(Haddocketal.,2010);(=Acanthodesia);;
Chaetognatha;;Caecosagitta;;Haddocketal.,2010;;;
Chaetognatha;;Eukrohnia;;Thuesenetal.(2010)Biol.Bull.219,100-111.;;;
Echinodermata;Crinoidea;Endoxocrinus;;Oba,2021;onlyjapaneseinfo;;
Echinodermata;Crinoidea;Thalassometra;;Oba,2021;onlyjapaneseinfo;;
Echinodermata;Crinoidea;Thaumatocrinus;;Oba,2021;onlyjapaneseinfo;;
Echinodermata;Asteroidea;Dytaster;;Oba,2021;Astropectinidae;Paxillosida;
Echinodermata;Asteroidea;Plutonaster;;Oba,2021;Astropectinidae;Paxillosida;
Echinodermata;Asteroidea;Benthopecten;;Oba,2021;Benthopectinidae;Notomyotida;
Echinodermata;Asteroidea;Pectinaster;;Oba,2021;Benthopectinidae;Notomyotida;
Echinodermata;Asteroidea;Pontaster;;Oba,2021;Benthopectinidae;Notomyotida;
Echinodermata;Asteroidea;Hymenaster;;Oba,2021;Pterasteridae;Velatida;
Echinodermata;Asteroidea;Brisinga;;Oba,2021;Brisigidae;Brisingida;
Echinodermata;Asteroidea;Hymenodiscus;;Oba,2021;Hymenodiscus;Brisigidae;Brisingida
Echinodermata;Asteroidea;Freyella;;Oba,2021;Freyellidae;Brisingida;
Echinodermata;Asteroidea;Zoroaster;;Oba,2021;Zoroasteridae;Forcipulatida;
Echinodermata;Asteroidea;Pteraster;;Oba,2021;Pterasteridae;Velatida;
Echinodermata;Asteroidea;Hydrasterias;;Oba,2021;Pedicellasteridae;Forcipulatida;
Echinodermata;Ophiuroidea;Ophioscolex;;Oba,2021;;;
Echinodermata;Ophiuroidea;Homalophiura;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiura;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiomusium;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiopsila;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophionereis;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiarachnella;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiacantha;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiomitra;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiomitrella;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ohioplinthaca;;Oba,2021;;;
Echinodermata;Ophiuroidea;Ophiopholis;;Oba,2021;;;
Echinodermata;Ophiuroidea;Acrocnida;;Oba,2021;;;
Echinodermata;Ophiuroidea;Amphipholis;;Oba,2021;;;
Echinodermata;Ophiuroidea;Amphiura;;Oba,2021;;;
