Group;Species;Biolum
Urochordata;Pyrostremma;bioluminescent
Urochordata;Pegea;bioluminescent
Urochordata;Thetys;bioluminescent
Urochordata;Doliolula;bioluminescent
Urochordata;Pseudusa;bioluminescent
Urochordata;Paradoliopsis;bioluminescent
Urochordata;Oikopleura;bioluminescent
Urochordata;Stegosoma;bioluminescent
Urochordata;Folia;bioluminescent
Urochordata;Bathochordaeus;bioluminescent
Urochordata;Mesochordaeus;bioluminescent
Vertebrata;Dalatias;bioluminescent
Vertebrata;Euprotomicroides;bioluminescent
Vertebrata;Euprotomicrus;bioluminescent
Vertebrata;Heteroscymnoides;bioluminescent
Vertebrata;Isistius;bioluminescent
Vertebrata;Mollisquama;bioluminescent
Vertebrata;Squaliolus;bioluminescent
Vertebrata;Aculeola;bioluminescent
Vertebrata;Centroscyllium;bioluminescent
Vertebrata;Etmopterus;bioluminescent
Vertebrata;;bioluminescent
Vertebrata;Trigonognathus;bioluminescent
Vertebrata;Zameus;bioluminescent
Vertebrata;Lumiconger;bioluminescent
Vertebrata;Chlorophthalmus;bioluminescent
Vertebrata;Coccorella;bioluminescent
Vertebrata;Odontostomops;bioluminescent
Vertebrata;Lestidium;bioluminescent
Vertebrata;Lestrolepis;bioluminescent
Vertebrata;Benthalbella;bioluminescent
Vertebrata;Scopelarchoides;bioluminescent
Vertebrata;Porichthys;bioluminescent
Vertebrata;Anomalops;bioluminescent
Vertebrata;Kryptophanaron;bioluminescent
Vertebrata;Photoblepharon;bioluminescent
Vertebrata;Phthanophaneron;bioluminescent
Vertebrata;Parmops;bioluminescent
Vertebrata;Protoblepharon;bioluminescent
Vertebrata;Cleidopus;bioluminescent
Vertebrata;Monocentris;bioluminescent
Vertebrata;Aulotrachichthys;bioluminescent
Vertebrata;Cetonurichthys;bioluminescent
Vertebrata;Cetonurus;bioluminescent
Vertebrata;Coelorinchus;bioluminescent
Vertebrata;Haplomacrourus;bioluminescent
Vertebrata;Hymenocephalus;bioluminescent
Vertebrata;Hymenogadus;bioluminescent
Vertebrata;Kumba;bioluminescent
Vertebrata;Kuronezumia;bioluminescent
Vertebrata;Lepidorynchus;bioluminescent
Vertebrata;Lucigadus;bioluminescent
Vertebrata;Malacocephalus;bioluminescent
Vertebrata;Mataeocephalus;bioluminescent
Vertebrata;Mesovagus;bioluminescent
Vertebrata;Nezumia;bioluminescent
Vertebrata;Odontomacrurus;bioluminescent
Vertebrata;Pseudocetonurus;bioluminescent
Vertebrata;Pseudonezumia;bioluminescent
Vertebrata;Sphagemacrurus;bioluminescent
Vertebrata;Spicomacrurus;bioluminescent
Vertebrata;Trachonurus;bioluminescent
Vertebrata;Ventrifossa;bioluminescent
Vertebrata;Steindachneria;bioluminescent
Vertebrata;Gadella;bioluminescent
Vertebrata;Physiculus;bioluminescent
Vertebrata;Pterophycis;bioluminescent
Vertebrata;Salilota;bioluminescent
Vertebrata;Tripterophycis;bioluminescent
Vertebrata;Centrophryne;bioluminescent
Vertebrata;Ceratias;bioluminescent
Vertebrata;Cryptosaras;bioluminescent
Vertebrata;Bufoceratias;bioluminescent
Vertebrata;Diceratias;bioluminescent
Vertebrata;Gigantactis;bioluminescent
Vertebrata;Himantolophus;bioluminescent
Vertebrata;Acentrophryne;bioluminescent
Vertebrata;Borophryne;bioluminescent
Vertebrata;Haplophryne;bioluminescent
Vertebrata;Linophryne;bioluminescent
Vertebrata;Photocorynus;bioluminescent
Vertebrata;Melanocetus;bioluminescent
Vertebrata;Dibranchus;bioluminescent
Vertebrata;Bertella;bioluminescent
Vertebrata;Chaenophryne;bioluminescent
Vertebrata;Chirophryne;bioluminescent
Vertebrata;Ctenochirichthys;bioluminescent
Vertebrata;Danaphryne;bioluminescent
Vertebrata;Dermatias;bioluminescent
Vertebrata;Dolopichthys;bioluminescent
Vertebrata;Leptacanthichthys;bioluminescent
Vertebrata;Lophodolos;bioluminescent
Vertebrata;Microlopichthys;bioluminescent
Vertebrata;Oneirodes;bioluminescent
Vertebrata;Pentherichthys;bioluminescent
Vertebrata;Phyllorhinichthys;bioluminescent
Vertebrata;Puck;bioluminescent
Vertebrata;Spiniphryne;bioluminescent
Vertebrata;Tyrannophryne;bioluminescent
Vertebrata;Lasiognathus;bioluminescent
Vertebrata;Thaumatichthys;bioluminescent
Vertebrata;Benthosema;bioluminescent
Vertebrata;Bolinichthys;bioluminescent
Vertebrata;Centrobranchus;bioluminescent
Vertebrata;Dasyscopelus;bioluminescent
Vertebrata;Ceratoscopelus;bioluminescent
Vertebrata;Diaphus;bioluminescent
Vertebrata;Diogenichthys;bioluminescent
Vertebrata;Electrona;bioluminescent
Vertebrata;Gonichthys;bioluminescent
Vertebrata;Gymnoscopelus;bioluminescent
Vertebrata;Hintonia;bioluminescent
Vertebrata;Hygophum;bioluminescent
Vertebrata;Idiolychnus;bioluminescent
Vertebrata;Krefftichthys;bioluminescent
Vertebrata;Lampadena;bioluminescent
Vertebrata;Lampanyctodes;bioluminescent
Vertebrata;Lampanyctus;bioluminescent
Vertebrata;Lampichthys;bioluminescent
Vertebrata;Lepidophanes;bioluminescent
Vertebrata;Lobianchia;bioluminescent
Vertebrata;Loweina;bioluminescent
Vertebrata;Macrostoma;bioluminescent
Vertebrata;Metelectrona;bioluminescent
Vertebrata;Myctophum;bioluminescent
Vertebrata;Nannobrachium;bioluminescent
Vertebrata;Notolychnus;bioluminescent
Vertebrata;Notoscopelus;bioluminescent
Vertebrata;Parvilux;bioluminescent
Vertebrata;Protomyctophum;bioluminescent
Vertebrata;Scopelopsis;bioluminescent
Vertebrata;Stenobrachius;bioluminescent
Vertebrata;Symbolophorus;bioluminescent
Vertebrata;Taaningichthys;bioluminescent
Vertebrata;Tarletonbeania;bioluminescent
Vertebrata;Triphoturus;bioluminescent
Vertebrata;Neoscopelus;bioluminescent
Vertebrata;Microphotolepis;bioluminescent
Vertebrata;Photostylus;bioluminescent
Vertebrata;Rouleina;bioluminescent
Vertebrata;Xenodermichthys;bioluminescent
Vertebrata;Monacoa;bioluminescent
Vertebrata;Nansenia;bioluminescent
Vertebrata;Dolichopteryx;bioluminescent
Vertebrata;Opisthoproctus;bioluminescent
Vertebrata;Rhynchohyalus;bioluminescent
Vertebrata;Winteria;bioluminescent
Vertebrata;Barbantus;bioluminescent
Vertebrata;Holtbyrnia;bioluminescent
Vertebrata;Matsuichthys;bioluminescent
Vertebrata;Maulisia;bioluminescent
Vertebrata;Mentodus;bioluminescent
Vertebrata;Mirorictus;bioluminescent
Vertebrata;Normichthys;bioluminescent
Vertebrata;Pectinantus;bioluminescent
Vertebrata;Persparsia;bioluminescent
Vertebrata;Platytroctes;bioluminescent
Vertebrata;Sagamichthys;bioluminescent
Vertebrata;Searsia;bioluminescent
Vertebrata;Searsoides;bioluminescent
Vertebrata;Acropoma;bioluminescent
Vertebrata;Synagrops;bioluminescent
Vertebrata;Jaydia;bioluminescent
Vertebrata;Rhabdamia;bioluminescent
Vertebrata;Siphamia;bioluminescent
Vertebrata;Verulux;bioluminescent
Vertebrata;Epigonus;bioluminescent
Vertebrata;Florenciella;bioluminescent
Vertebrata;Rosenblattia;bioluminescent
Vertebrata;Howella;bioluminescent
Vertebrata;Pseudoscopelus;bioluminescent
Vertebrata;Aurigequula;bioluminescent
Vertebrata;Deveximentum;bioluminescent
Vertebrata;Equulites;bioluminescent
Vertebrata;Eubleekeria;bioluminescent
Vertebrata;Gazza;bioluminescent
Vertebrata;Karalla;bioluminescent
Vertebrata;Leiognathus;bioluminescent
Vertebrata;Nuchequula;bioluminescent
Vertebrata;Photolateralis;bioluminescent
Vertebrata;Photopectoralis;bioluminescent
Vertebrata;Deveximentum;bioluminescent
Vertebrata;Parapriacanthus;bioluminescent
Vertebrata;Pempheris;bioluminescent
Vertebrata;Larimichthys;bioluminescent
Vertebrata;Sonorolux;bioluminescent
Vertebrata;Eurypharynx;bioluminescent
Vertebrata;Saccopharynx;bioluminescent
Vertebrata;Bonapartia;bioluminescent
Vertebrata;Cyclothone;bioluminescent
Vertebrata;Diplophus;bioluminescent
Vertebrata;Gonostoma;bioluminescent
Vertebrata;Manducus;bioluminescent
Vertebrata;Margrethia;bioluminescent
Vertebrata;Sigmops;bioluminescent
Vertebrata;Triplophos;bioluminescent
Vertebrata;Ichthyococcus;bioluminescent
Vertebrata;Phosichthys;bioluminescent
Vertebrata;Pollichthys;bioluminescent
Vertebrata;Polymetme;bioluminescent
Vertebrata;Vinciguerria;bioluminescent
Vertebrata;Woodsia;bioluminescent
Vertebrata;Yarrella;bioluminescent
Vertebrata;Araiophos;bioluminescent
Vertebrata;Argyripnus;bioluminescent
Vertebrata;Argyropelecus;bioluminescent
Vertebrata;Danaphos;bioluminescent
Vertebrata;Maurolicus;bioluminescent
Vertebrata;Polyipnus;bioluminescent
Vertebrata;Sonoda;bioluminescent
Vertebrata;Sternoptyx;bioluminescent
Vertebrata;Thorophos;bioluminescent
Vertebrata;Valenciennellus;bioluminescent
Vertebrata;Aristostomias;bioluminescent
Vertebrata;Astronesthes;bioluminescent
Vertebrata;Bathophilus;bioluminescent
Vertebrata;Borostomias;bioluminescent
Vertebrata;Chauliodus;bioluminescent
Vertebrata;Chirostomias;bioluminescent
Vertebrata;Echiostoma;bioluminescent
Vertebrata;Eupogonesthes;bioluminescent
Vertebrata;Eustomias;bioluminescent
Vertebrata;Flagellostomias;bioluminescent
Vertebrata;Grammatostomias;bioluminescent
Vertebrata;Heterophotus;bioluminescent
Vertebrata;Idiacanthus;bioluminescent
Vertebrata;Leptostomias;bioluminescent
Vertebrata;Malacosteus;bioluminescent
Vertebrata;Melanostomias;bioluminescent
Vertebrata;Neonesthes;bioluminescent
Vertebrata;Odontostomias;bioluminescent
Vertebrata;Opostomias;bioluminescent
Vertebrata;Pachystomias;bioluminescent
Vertebrata;Photonectes;bioluminescent
Vertebrata;Photostomias;bioluminescent
Vertebrata;Rhadinesthes;bioluminescent
Vertebrata;Stomias;bioluminescent
Vertebrata;Tactostoma;bioluminescent
Vertebrata;Thysanactis;bioluminescent
Vertebrata;Trigonolampa;bioluminescent
Crustacea;Acanthamunnopsis milleri;non-bioluminescent
Fishes;Actinopteri;undefined
Hydromedusae;Aegina;bioluminescent
Hydromedusae;Aegina bent-tentacle;undefined
Hydromedusae;Aegina citrea;bioluminescent
Hydromedusae;Aeginura;bioluminescent
Annelida;Alciopidae;non-bioluminescent
Hydromedusae;Anthomedusae;likely
Siphonophora;Apolemia;bioluminescent
Appendicularia;Appendicularia;likely
Hydromedusae;Arctapodema;bioluminescent
Scyphozoa;Atolla;bioluminescent
Scyphozoa;Atolla wyvillei;bioluminescent
Rhizaria;Aulosphaera;bioluminescent
Siphonophora;Bargmannia elongata;bioluminescent
Siphonophora;Bargmannia;bioluminescent
Appendicularia;Bathochordaeus;unlikely
Ctenophora;Bathocyroe;bioluminescent
Fishes;Bathylagidae;unlikely
Ctenophora;Beroe;bioluminescent
Ctenophora;Bolinopsis infundibulum;bioluminescent
Hydromedusae;Botrynema brucei;bioluminescent
Chaetognatha;Caecosagitta macrocephala;bioluminescent
Siphonophora;Calycophorae;bioluminescent
Hydromedusae;Calycopsidae;bioluminescent
Chaetognatha;Chaetognatha;unlikely
Annelida;Chaetopterus pugaporcinus;bioluminescent
Siphonophora;Chuniphyes multidentata;bioluminescent
Siphonophora;Chuniphyes moserae;bioluminescent
Siphonophora;Chuniphyes;bioluminescent
Pteropoda;Clione limacina;non-bioluminescent
Hydromedusae;Colobonema sericeum;bioluminescent
Siphonophora;Cordagalma;bioluminescent
Scyphozoa;Coronatae;bioluminescent
Cephalopoda;Cranchiidae;bioluminescent
Hydromedusae;Crossota millsae;bioluminescent
Crustacea;Crustacea;undefined
Ctenophora;Ctenophora;likely
Hydromedusae;Cunina;bioluminescent
Fishes;Cyclothone;bioluminescent
Fishes;Cyclothone pallida;bioluminescent
Ctenophora;Cydippida;likely
Siphonophora;Desmophyes haematogaster;bioluminescent
Siphonophora;Desmophyes;bioluminescent
Thaliacea;Doliolida;unlikely
Thaliacea;Doliolinetta;non-bioluminescent
Thaliacea;Doliolula equus;bioluminescent
Cephalopoda;Dosidicus gigas;bioluminescent
Hydromedusae;Earleria corachloeae;bioluminescent
Siphonophora;Erenna;bioluminescent
Siphonophora;Erenna richardi;bioluminescent
Chaetognatha;Eukrohnia fowleri;bioluminescent
Crustacea;Euphausiacea;bioluminescent
Crustacea;Sergestes;bioluminescent
Hydromedusae;Eutonina indicans;bioluminescent
Rhizaria;Foraminifera;undefined
Siphonophora;Forskalia;bioluminescent
Appendicularia;Fritillaria;unlikely
Cephalopoda;Gonatus;non-bioluminescent
Hydromedusae;Halicreas;bioluminescent
Hydromedusae;Halicreas minimum;bioluminescent
Hydromedusae;Haliscera bigelowi;bioluminescent
Hydromedusae;Haliscera conica;bioluminescent
Rhizaria;Hastigerinella digitata;non-bioluminescent
Ctenophora;Hormiphora californensis;non-bioluminescent
Hydromedusae;Hydromedusae;likely
Siphonophora;Kephyes ovata;bioluminescent
Ctenophora;Lampocteis cruentiventer;bioluminescent
Crustacea;Lanceolidae;non-bioluminescent
Siphonophora;Lensia conoidea;bioluminescent
Hydromedusae;Leuckartiara;bioluminescent
Ctenophora;Leucothea;bioluminescent
Fishes;Leuroglossus stilbius;unlikely
Ctenophora;Lobata;bioluminescent
Hydromedusae;Medusae;undefined
Fishes;Melamphaidae;undefined
Appendicularia;Mesochordaeus erythrocephalus;bioluminescent
Appendicularia;Mesoikopleura;undefined
Hydromedusae;Mitrocoma cellularia;bioluminescent
Crustacea;Munneurycope murrayi;non-bioluminescent
Crustacea;Munnopsidae;non-bioluminescent
Fishes;Myctophidae;bioluminescent
Crustacea;Mysidae;undefined
Siphonophora;Nanomia bijuga;bioluminescent
Appendicularia;Oikopleura;bioluminescent
Hydromedusae;Pandea rubra;undefined
Hydromedusae;Pantachogon haeckeli;bioluminescent
Thaliacea;Paradoliopsis harbisoni;bioluminescent
Fishes;Paralepididae;unlikely
Annelida;Pelagobia longicirrata;non-bioluminescent
Scyphozoa;Periphylla periphylla;bioluminescent
Siphonophora;Physonectae;bioluminescent
Fishes;Pleuronectiformes 2;undefined
Annelida;Poeobius meseres;bioluminescent
Annelida;Poeobius 2;bioluminescent
Annelida;Polychaeta;undefined
Scyphozoa;Poralia rufescens;bioluminescent
Siphonophora;Prayidae;bioluminescent
Chaetognatha;Pseudosagitta;non-bioluminescent
Pteropoda;Pseudothecosomata;non-bioluminescent
Pteropoda;Pteropoda;undefined
Pteropoda;Pterotrachea;non-bioluminescent
Rhizaria;Radiozoa;likely
Siphonophora;Resomia ornicephala;bioluminescent
Siphonophora;Resomia persica;bioluminescent
Hydromedusae;Rhopalonematidae;undefined
Siphonophora;Rosacea;bioluminescent
Siphonophora;Siphonophorae;likely
Hydromedusae;Solmaris;bioluminescent
Hydromedusae;Solmissus;bioluminescent
Hydromedusae;Solmundella;bioluminescent
Siphonophora;Sphaeronectes christiansonae;bioluminescent
Siphonophora;Sphaeronectes;bioluminescent
Fishes;Sternoptychidae;bioluminescent
Hydromedusae;Tetrorchis erythrogaster;bioluminescent
Cephalopoda;Teuthoidea;undefined
Ctenophora;Thalassocalyce inconstans;bioluminescent
Scyphozoa;Tiburonia granrojo;undefined
Annelida;Tomopteris;bioluminescent
Rhizaria;Tuscarantha braueri;bioluminescent
Ctenophora;Velamen parallelum;bioluminescent
Thaliacea;Vitreosalpa gemini;non-bioluminescent
Scyphozoa;Atolla vanhoeffeni;bioluminescent
Siphonophora;Bargmannia lata;bioluminescent
Fishes;Bathylagus;unlikely
Cephalopoda;Chiroteuthis calyx;bioluminescent
Ctenophora;Deiopea;bioluminescent
Hydromedusae;Eutima;bioluminescent
Siphonophora;Frillagalma vityazi;bioluminescent
Cephalopoda;Galiteuthis;bioluminescent
Siphonophora;Gymnopraia lapislazula;bioluminescent
Hydromedusae;LRJ complex;undefined
Crustacea;Polychelidae 2;undefined
Siphonophora;Prayinae;bioluminescent
Thaliacea;Salpida;non-bioluminescent
Siphonophora;Stephanomia amphytridis;bioluminescent
Fishes;Tactostoma macropus;bioluminescent
Rhizaria;Tuscaroridae;bioluminescent
Annelida;Typhloscolecidae;undefined
Cephalopoda;Vampyroteuthis infernalis;bioluminescent
Siphonophora;Vogtia serrata;bioluminescent
Ctenophora;Beroe forskalii;bioluminescent
Ctenophora;Charistephane;bioluminescent
Cephalopoda;Chiroteuthidae;bioluminescent
Siphonophora;Clausophyes;bioluminescent
Siphonophora;Craseoa lathetica;bioluminescent
Hydromedusae;Eumedusa;bioluminescent
Hydromedusae;Euphysa;bioluminescent
Hydromedusae;Halicreatidae;undefined
Ctenophora;Kiyohimea usagi;bioluminescent
Siphonophora;Lychnagalma utricularia;non-bioluminescent
Fishes;Melanostigma pammelas;unlikely
Fishes;Merluccius productus;non-bioluminescent
Crustacea;Pasiphaeidae;undefined
Hydromedusae;Rhopalonema;bioluminescent
Ctenophora;Beroe gracilis;bioluminescent
Ctenophora;Beroe abyssicola;bioluminescent
Pteropoda;Clione;non-bioluminescent
Hydromedusae;Crossota;bioluminescent
Cephalopoda;Doryteuthis opalescens;non-bioluminescent
Ctenophora;Euplokamis;bioluminescent
Ctenophora;Haeckelia;bioluminescent
Fishes;Lycodapus;unlikely
Ctenophora;Mertensiidae sp. A;bioluminescent
Siphonophora;Praya dubia;bioluminescent
Hydromedusae;Ptychogena lactea;bioluminescent
Crustacea;Scinidae;bioluminescent
Rhizaria;Tuscarilla similis;bioluminescent
Siphonophora;Clausophyidae;bioluminescent
Thaliacea;Cyclosalpa;non-bioluminescent
Cephalopoda;Histioteuthis heteropsis;bioluminescent
Siphonophora;Lensia hostile;bioluminescent
Hydromedusae;Leptomedusae;undefined
Hydromedusae;Melicertum octocostatum;bioluminescent
Ctenophora;Mertensia;bioluminescent
Hydromedusae;Modeeria rotunda;bioluminescent
Crustacea;Pasiphaea;undefined
Fishes;Tarletonbeania;bioluminescent
Rhizaria;Tuscarantha luciae;bioluminescent
Siphonophora;Apolemia lanosa;bioluminescent
Hydromedusae;Branchiocerianthus imperator;undefined
Crustacea;Caridea;undefined
Fishes;Cetomimiformes;undefined
Crustacea;Decapoda;unlikely
Ctenophora;Euplokamis dunlapae;bioluminescent
Crustacea;Galatheidae;non-bioluminescent
Crustacea;Gigantocypris agassizii;non-bioluminescent
Hydromedusae;Halitrephes maasi;bioluminescent
Hydromedusae;Heterotiara minor;bioluminescent
Fishes;Idiacanthus;bioluminescent
Ctenophora;Lampea;bioluminescent
Siphonophora;Lensia havock;bioluminescent
Fishes;Liparidae;undefined
Fishes;Lycenchelys;unlikely
Siphonophora;Marrus;bioluminescent
Siphonophora;Marrus claudanielis;bioluminescent
Crustacea;Munneurycope;non-bioluminescent
Crustacea;Munnopsis;non-bioluminescent
Pteropoda;Mystery Mollusc;bioluminescent
Siphonophora;Nectadamas diomedeae;bioluminescent
Crustacea;Neolithodes;non-bioluminescent
Fishes;Paraliparis rosaceus;undefined
Scyphozoa;Paraphyllina;bioluminescent
Ctenophora;Pleurobrachia bachei;non-bioluminescent
Crustacea;Polycheles;undefined
Hydromedusae;Ptychogastria;undefined
Siphonophora;Rhodaliidae;bioluminescent
Siphonophora;Sphaeronectes haddocki;bioluminescent
Fishes;Sternoptyx;bioluminescent
Crustacea;Storthyngura;non-bioluminescent
Rhizaria;Tuscaretta globosa;bioluminescent
Rhizaria;Tuscaridium cygneum;bioluminescent
Rhizaria;Tuscarilla nationalis;bioluminescent
Rhizaria;Tuscarilla campanella;bioluminescent
Pteropoda;Corolla spectabilis;non-bioluminescent
Fishes;Coryphaenoides;undefined
Ctenophora;Llyria;bioluminescent
Appendicularia;Oikopleuridae;bioluminescent
Thaliacea;Paradoliopsis;bioluminescent
Cephalopoda;Abraliopsis felis;bioluminescent
Siphonophora;Agalma;bioluminescent
Cephalopoda;Galiteuthis phyllura;bioluminescent
Ctenophora;Mertensiidae;bioluminescent
Cephalopoda;Taoniinae;undefined
Fishes;Chauliodus macouni;bioluminescent
Fishes;Pleuronectiformes;undefined
Fishes;Bathylagoides wesethi;unlikely
Scyphozoa;Nausithoe;bioluminescent
Siphonophora;Sphaeronectes tiburonae;bioluminescent
Cephalopoda;Taonius;bioluminescent
Hydromedusae;Tetrorchis sp. A;bioluminescent
Pteropoda;Thliptodon;bioluminescent
Fishes;Antimora microlepis;unlikely
Siphonophora;Bargmannia amoena;bioluminescent
Appendicularia;Bathochordaeus sp. A;unlikely
Fishes;Bothrocara brunneum;unlikely
Siphonophora;Desmophyes annectens;bioluminescent
Siphonophora;Lensia;bioluminescent
Fishes;Oneirodes;bioluminescent
Fishes;Paraliparis;undefined
Siphonophora;Physophora hydrostatica;non-bioluminescent
Fishes;Pseudobathylagus milleri;unlikely
Annelida;Serpulidae;undefined
Fishes;Talismania bifurcata;undefined
Annelida;Travisiopsis;non-bioluminescent
Fishes;Aristostomias scintillans;bioluminescent
Ctenophora;Bathyctena chuni;bioluminescent
Hydromedusae;Crossota alba;bioluminescent
Annelida;Flota vitjasi;bioluminescent
Fishes;Chiasmodon niger;undefined
Hydromedusae;Chromatonema rubrum;undefined
Siphonophora;Clausophyes moserae;bioluminescent
Crustacea;Munnopsurus;unlikely
Hydromedusae;Narcomedusae;bioluminescent
Cephalopoda;Abraliopsis;bioluminescent
Ctenophora;Aulacoctena;bioluminescent
Fishes;Cyema atrum;non-bioluminescent
Hydromedusae;Euphysora gigantea;bioluminescent
Fishes;Eurypharynx pelecanoides;undefined
Thaliacea;Helicosalpa;non-bioluminescent
Fishes;Stenobrachius leucopsarus;bioluminescent
Hydromedusae;Tetrorchis;bioluminescent
Scyphozoa;Aurelia aurita;non-bioluminescent
Scyphozoa;Chrysaora fuscescens;non-bioluminescent
Scyphozoa;Periphyllopsis;bioluminescent
Hydromedusae;Bythotiara;bioluminescent
Hydromedusae;Colobonema;bioluminescent
Hydromedusae;Euphysora;bioluminescent
Appendicularia;Fritillariidae;unlikely
Siphonophora;Lilyopsis fluoracantha;bioluminescent
Thaliacea;Pseudusa bostigrinus;bioluminescent
Annelida;Tomopteridae;bioluminescent
Hydromedusae;Aeginidae;bioluminescent
Hydromedusae;Aeginura grimaldii;bioluminescent
Annelida;Annelida;undefined
Pteropoda;Clio polita;non-bioluminescent
Siphonophora;Lensia multicristata;bioluminescent
Fishes;Nemichthyidae;undefined
Fishes;Scopelarchidae;undefined
Fishes;Serrivomer sector;non-bioluminescent
Annelida;Swima;bioluminescent
Hydromedusae;Trachymedusae;bioluminescent
Appendicularia;Bathochordaeinae;unlikely
Cephalopoda;Planctoteuthis;bioluminescent
Fishes;Zoarcidae;unlikely
Fishes;Coryphaenoides leptolepis;undefined
Scyphozoa;Deepstaria enigmatica;undefined
Crustacea;Gnathophausia;bioluminescent
Cephalopoda;Japetella diaphana;bioluminescent
Crustacea;Nebaliopsis;non-bioluminescent
Fishes;Ophidiiformes;undefined
Crustacea;Pandalidae;undefined
Fishes;Serrivomer;non-bioluminescent
Hydromedusae;Sminthea;bioluminescent
Fishes;Spectrunculus grandis;undefined
Rhizaria;Tuscaretta;bioluminescent
Scyphozoa;Atorella;bioluminescent
Fishes;Coryphaenoides filifer;undefined
Siphonophora;Stephanomia amphytridis ;bioluminescent
Fishes;Alepocephalidae;undefined
Siphonophora;Lensia achilles;bioluminescent
Siphonophora;Erenna cornuta;bioluminescent
Fishes;Stomiidae;bioluminescent
Hydromedusae;Annatiara;bioluminescent
Crustacea;Anomura;undefined
Siphonophora;Erenna laciniata;bioluminescent
Crustacea;Nebalia;non-bioluminescent
Hydromedusae;Octogonade;bioluminescent
Thaliacea;Pyrosoma;bioluminescent
Fishes;Anguilliformes;undefined
Hydromedusae;Benthocodon;likely
Hydromedusae;Liriope tetraphylla;bioluminescent
Rhizaria;Phaeodaria;bioluminescent
Hydromedusae;Tiaropsidium kelseyi;bioluminescent
Crustacea;Acanthamunnopsis;non-bioluminescent
Fishes;Argyropelecus;bioluminescent
Cephalopoda;Cirrothauma murrayi;undefined
Crustacea;Cystisoma magna;non-bioluminescent
Cephalopoda;Grimpoteuthis sp. 5;undefined
Fishes;Idiacanthus antrostomus;bioluminescent
Crustacea;Paramunnopsis;non-bioluminescent
Crustacea;Paraphronima;non-bioluminescent
Crustacea;Phronima;non-bioluminescent
Siphonophora;Resomia;bioluminescent
Hydromedusae;Rhopalonema velatum;bioluminescent
Annelida;Swima bombiviridis;bioluminescent
Annelida;Swima fulgida;bioluminescent
Ctenophora;Cestum veneris;bioluminescent
Siphonophora;Clausophyes tropica;bioluminescent
Siphonophora;Crystallophyes;bioluminescent
Hydromedusae;Cuninidae;bioluminescent
Chaetognatha;Heterokrohnia;non-bioluminescent
Annelida;Lopadorhynchidae;undefined
Fishes;Macropinna microstoma;undefined
Siphonophora;Physonectae sp. 1;bioluminescent
Thaliacea;Salpa;non-bioluminescent
Thaliacea;Salpa fusiformis;non-bioluminescent
Fishes;Trachipterus altivelis;undefined
Crustacea;Euphausia 2;bioluminescent
Fishes;Lampanyctus;bioluminescent
Hydromedusae;Pegantha;bioluminescent
Cephalopoda;Planctoteuthis oligobessa;undefined
Thaliacea;Thaliacea;undefined
Cephalopoda;Benthoctopus;non-bioluminescent
Hydromedusae;Aglantha;bioluminescent
Pteropoda;Clio;non-bioluminescent
Fishes;Microstomus pacificus;undefined
Fishes;Anoplogaster cornuta;undefined
Siphonophora;Apolemia rubriversa;bioluminescent
Hydromedusae;Liriope;bioluminescent
Cephalopoda;Octopoteuthis deletron;bioluminescent
Siphonophora;Rudjakovia;likely
Ctenophora;Bathyctena;bioluminescent
Pteropoda;Carinaria japonica;non-bioluminescent
Pteropoda;Corolla;non-bioluminescent
Pteropoda;Mollusca;undefined
Crustacea;Munidopsidae;non-bioluminescent
Thaliacea;Salpa maxima;non-bioluminescent
Crustacea;Streetsia;undefined
Pteropoda;Thecosomata;non-bioluminescent
Fishes;Argyropelecus affinis;bioluminescent
Crustacea;Lanceola;non-bioluminescent
Siphonophora;Resomia dunni ;bioluminescent
Hydromedusae;Crossota rufobrunnea;bioluminescent
Hydromedusae;Calycopsis;bioluminescent
Siphonophora;Lilyopsis;bioluminescent
Hydromedusae;Pandea;undefined
Chaetognatha;Solidosagitta zetesios;non-bioluminescent
Siphonophora;Halistemma;bioluminescent
Cephalopoda;Octopus rubescens;non-bioluminescent
Crustacea;Lanceoloidea;non-bioluminescent
Crustacea;Mysidacea;undefined
Rhizaria;Tuscarilla;bioluminescent
Fishes;Avocettina;undefined
Fishes;Melamphaes;undefined
Crustacea;Scina;bioluminescent
Cephalopoda;Haliphron atlanticus;undefined
Siphonophora;Nectadamas ;bioluminescent
Hydromedusae;Aglaura;bioluminescent
Hydromedusae;Hydrozoa;undefined
Fishes;Merlucciidae;non-bioluminescent
Siphonophora;Rudjakovia plicata;bioluminescent
Appendicularia;Bathochordaeus stygius;unlikely
Fishes;Leuroglossus;unlikely
Siphonophora;Physophora gilmeri;non-bioluminescent
Crustacea;Cyphocaris;bioluminescent
Chaetognatha;Eukrohnia;non-bioluminescent
Ctenophora;Euplokamidae;bioluminescent
Scyphozoa;Tiburonia;undefined
Ctenophora;Dryodora glandiformis;bioluminescent
Crustacea;Oplophoridae;bioluminescent
Cephalopoda;Planctoteuthis danae;undefined
Fishes;Chauliodontinae;bioluminescent
Fishes;Sternoptyx diaphana;bioluminescent
Fishes;Careproctus;undefined
Siphonophora;Marrus orthocanna;bioluminescent
Crustacea;Pleuroncodes planipes;non-bioluminescent
Thaliacea;Pyrosoma atlanticum;bioluminescent
Hydromedusae;Vampyrocrossota childressi;bioluminescent
Cephalopoda;Cirrothauma;undefined
Scyphozoa;Nausithoe rubra;bioluminescent
Cephalopoda;Graneledone boreopacifica;non-bioluminescent
